date,bitcoin,ethereum,tether,usd-coin,binancecoin,binance-usd,ripple,cardano,solana,dogecoin,polkadot,dai,shiba-inu,tron,avalanche-2,leo-token,wrapped-bitcoin,staked-ether,matic-network,ftx-token,litecoin,okb,chainlink,crypto-com-chain,stellar,cosmos,near,uniswap,monero,algorand,ethereum-classic,bitcoin-cash,chain-2,theta-fuel,vechain,flow,the-sandbox,apecoin,internet-computer,tezos,decentraland,frax,hedera-hashgraph,filecoin,theta-token,axie-infinity,elrond-erd-2,true-usd,bitcoin-cash-sv,eos
2017-01-03,1035.5313,9.626792384988086,1.0,,,,0.006385,,,0.0002227852020354,,,,,,,,,,,4.590288311414854,,,,0.002546,,,,15.738388486333896,,1.5,,,,,,,,,,,,,,,,,,,
2017-01-04,1130.8495163207272,10.972252853086058,1.0,,,,0.006566,,,0.000223147994387,,,,,,,,,,,4.517413882636714,,,,0.002732,,,,18.186807213106334,,1.77,,,,,,,,,,,,,,,,,,,
2017-01-05,990.6674999999996,10.115254241883068,1.0,,,,0.0061939999999999,,,0.0002255091076015,,,,,,,,,,,4.217183361237483,,,,0.002585,,,,15.86992803075172,,1.64,,,,,,,,,,,,,,,,,,,
2017-01-06,894.0325,10.154658304812743,1.0,,,,0.00633,,,0.0002202105862381,,,,,,,,,,,3.8593452241958977,,,,0.002436,,,,14.02260982416945,,1.5,,,,,,,,,,,,,,,,,,,
2017-01-07,900.0787999999999,9.824278869463066,1.0,,,,0.006361,,,0.0002226306432074,,,,,,,,,,,3.949423627784642,,,,0.002384,,,,12.903831799169875,,1.43,,,,,,,,,,,,,,,,,,,
2017-01-08,908.0850000000004,10.267836701334788,1.0,,,,0.006242,,,0.0002235183208979,,,,,,,,,,,3.993548630589313,,,,0.002357,,,,13.432254353817802,,1.44,,,,,,,,,,,,,,,,,,,
2017-01-09,901.8788880390636,10.285955970375603,1.0,,,,0.006165,,,0.0002292034132412,,,,,,,,,,,4.308020554201964,,,,0.002356,,,,13.545967982116982,,1.4,,,,,,,,,,,,,,,,,,,
2017-01-10,905.759462698434,10.523650713762722,1.0,,,,0.006713,,,0.0002235407914528,,,,,,,,,,,4.576078544253086,,,,0.002353,,,,13.30147889730775,,1.44,,,,,,,,,,,,,,,,,,,
2017-01-11,784.2775000000003,9.661693873756436,1.0,,,,0.0064539999999999,,,0.000207134365485,,,,,,,,,,,3.9095494666221633,,,,0.002098,,,,11.606120465949212,,1.18,,,,,,,,,,,,,,,,,,,
2017-01-12,799.4275,9.66715894243992,1.0,,,,0.006488,,,0.0002118554727985,,,,,,,,,,,3.988931651661903,,,,0.002487,,,,11.801540664726684,,1.22,,,,,,,,,,,,,,,,,,,
2017-01-13,824.4988000000003,9.650805118856487,1.0,,,,0.006616,,,0.0002128800287397,,,,,,,,,,,3.917086277900673,,,,0.002395,,,,11.197960820628492,,1.21,,,,,,,,,,,,,,,,,,,
2017-01-14,817.8250000000003,9.69526275179494,1.0,,,,0.006845,,,0.0002103040265083,,,,,,,,,,,3.96449376465192,,,,0.002475,,,,11.10801672722651,,1.21,,,,,,,,,,,,,,,,,,,
2017-01-15,821.9124999999998,9.785923385543578,1.0,,,,0.006791,,,0.000205455086188,,,,,,,,,,,3.90685600548712,,,,0.002454,,,,10.724877236830787,,1.19,,,,,,,,,,,,,,,,,,,
2017-01-16,828.3099999999998,9.5212839167112,1.0,,,,0.0067699999999999,,,0.0002071651747658,,,,,,,,,,,3.866965677426218,,,,0.002388,,,,10.60255099136707,,1.18,,,,,,,,,,,,,,,,,,,
2017-01-17,904.1525000000004,10.258458296131916,1.0,,,,0.006764,,,0.0002149798786823,,,,,,,,,,,3.919267850915607,,,,0.002536,,,,12.367984961630716,,1.21,,,,,,,,,,,,,,,,,,,
2017-01-18,873.9349999999996,10.125537740945934,1.0,,,,0.0067629999999999,,,0.0002074555666737,,,,,,,,,,,3.8595398859845376,,,,0.002478,,,,11.922979828619374,,1.21,,,,,,,,,,,,,,,,,,,
2017-01-19,896.89,10.385306173596472,1.0,,,,0.0070219999999999,,,0.0002098695601214,,,,,,,,,,,3.855979488792456,,,,0.002354,,,,12.184811727125888,,1.17,,,,,,,,,,,,,,,,,,,
2017-01-20,891.4588,10.549960559535752,1.0,,,,0.0066889999999999,,,0.0002092423717396,,,,,,,,,,,3.8825799356912594,,,,0.002343,,,,11.680486531048478,,1.34,,,,,,,,,,,,,,,,,,,
2017-01-21,919.6775000000004,10.872633993948424,1.0,,,,0.006708,,,0.000207052878296,,,,,,,,,,,3.889588243502067,,,,0.002329,,,,12.030519015275562,,1.42,,,,,,,,,,,,,,,,,,,
2017-01-22,918.7788120146554,10.745356049118469,1.0,,,,0.006706,,,0.0002060756249012,,,,,,,,,,,3.831383382556763,,,,0.002349,,,,11.997854859897297,,1.38,,,,,,,,,,,,,,,,,,,
2017-01-23,918.9075,10.751024402450716,1.0,,,,0.006696,,,0.0002072276579411,,,,,,,,,,,3.82584208096015,,,,0.0023459999999999,,,,12.210301833715793,,1.4,,,,,,,,,,,,,,,,,,,
2017-01-24,885.7887999999999,10.39908724840238,1.0,,,,0.006565,,,0.0002011256422646,,,,,,,,,,,3.7335085847671103,,,,0.002242,,,,11.669316249968505,,1.37,,,,,,,,,,,,,,,,,,,
2017-01-25,893.4737999999999,10.471671231503688,1.0,,,,0.006519,,,0.0002028480648052,,,,,,,,,,,3.764332940126677,,,,0.0021679999999999,,,,11.767229962261164,,1.29,,,,,,,,,,,,,,,,,,,
2017-01-26,915.36,10.555255877288236,1.0,,,,0.006674,,,0.0002069282863011,,,,,,,,,,,3.807239519726533,,,,0.002197,,,,11.937595037288713,,1.33,,,,,,,,,,,,,,,,,,,
2017-01-27,918.2875,10.509979092454431,1.0,,,,0.0064,,,0.0002093629966089,,,,,,,,,,,3.847244696681795,,,,0.002209,,,,12.20494371068697,,1.28,,,,,,,,,,,,,,,,,,,
2017-01-28,920.245,10.554962953815345,1.0,,,,0.006349,,,0.0002089471539655,,,,,,,,,,,3.835598588914439,,,,0.002193,,,,12.905268858560513,,1.3100000000000005,,,,,,,,,,,,,,,,,,,
2017-01-29,914.1424999999998,10.430442595335876,1.0,,,,0.006398,,,0.0002080923126574,,,,,,,,,,,3.820802221525181,,,,0.002225,,,,12.57688699539646,,1.3,,,,,,,,,,,,,,,,,,,
2017-01-30,920.991145882262,10.570411298387052,1.0,,,,0.006372,,,0.0002084233314439,,,,,,,,,,,4.015240222077424,,,,0.002467,,,,12.70623427320677,,1.35,,,,,,,,,,,,,,,,,,,
2017-01-31,968.2663,10.677298023363218,0.999996,,,,0.0063359999999999,,,0.0002108124626712,,,,,,,,,,,4.053092911251356,,,,0.002373,,,,13.105214265871655,,1.36,,,,,,,,,,,,,,,,,,,
2017-02-01,986.5728903454352,10.700989418222472,0.999999,,,,0.006492,,,0.0002074430130932,,,,,,,,,,,4.058349342083741,,,,0.002349,,,,13.288737982247138,,1.36,,,,,,,,,,,,,,,,,,,
2017-02-02,1008.4033182231416,10.81046108694813,0.999994,,,,0.0064669999999999,,,0.0002107166504234,,,,,,,,,,,4.064260631895146,,,,0.002426,,,,13.111849330716762,,1.36,,,,,,,,,,,,,,,,,,,
2017-02-03,1015.4425,10.937685579154774,0.999998,,,,0.0065009999999999,,,0.000208141619107,,,,,,,,,,,4.00932724592949,,,,0.00238,,,,12.681662610564684,,1.36,,,,,,,,,,,,,,,,,,,
2017-02-04,1033.63,11.33331586102519,0.999999,,,,0.0064799999999999,,,0.0002095731841808,,,,,,,,,,,3.9949447801776303,,,,0.00239,,,,12.501573279802203,,1.39,,,,,,,,,,,,,,,,,,,
2017-02-05,1016.9261585954308,11.242238837962214,0.999999,,,,0.0064469999999999,,,0.000206789863829,,,,,,,,,,,3.955997611577312,,,,0.002357,,,,12.678582524881406,,1.39,,,,,,,,,,,,,,,,,,,
2017-02-06,1024.5110886063285,11.294016130984236,0.999998,,,,0.006445,,,0.0002068814571041,,,,,,,,,,,3.957492114720948,,,,0.0023679999999999,,,,12.714758023594957,,1.47,,,,,,,,,,,,,,,,,,,
2017-02-07,1051.5000000000005,11.433167440255266,0.999999,,,,0.006477,,,0.0002038474763676,,,,,,,,,,,3.994632560581736,,,,0.002362,,,,12.90477598471697,,1.52,,,,,,,,,,,,,,,,,,,
2017-02-08,1055.3013,11.33515301113578,0.999999,,,,0.0064279999999999,,,0.0002086014523028,,,,,,,,,,,3.95261235749796,,,,0.002243,,,,12.733208708733171,,1.45,,,,,,,,,,,,,,,,,,,
2017-02-09,981.705,10.9149639498315,0.999999,,,,0.006301,,,0.0002101201783181,,,,,,,,,,,3.763917744440394,,,,0.002148,,,,11.99669658461475,,1.27,,,,,,,,,,,,,,,,,,,
2017-02-10,992.1113,11.275640644361795,0.999999,,,,0.0062979999999999,,,0.0002107114393967,,,,,,,,,,,3.835699008144631,,,,0.002146,,,,11.985494007685777,,1.26,,,,,,,,,,,,,,,,,,,
2017-02-11,1010.9462999999998,11.399125371500643,0.999999,,,,0.0063449999999999,,,0.000210185508735,,,,,,,,,,,3.850321399871916,,,,0.002113,,,,12.324012820331214,,1.24,,,,,,,,,,,,,,,,,,,
2017-02-12,1000.5237691031116,11.354164564644952,0.999999,,,,0.0062789999999999,,,0.0002084321519607,,,,,,,,,,,3.799008342177957,,,,0.002099,,,,12.527149489748709,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-13,996.1039358698114,11.281947015245583,1.0,,,,0.006243,,,0.0002117177066581,,,,,,,,,,,3.81518469268432,,,,0.002054,,,,12.263756269296476,,1.19,,,,,,,,,,,,,,,,,,,
2017-02-14,1010.1021618594352,12.972145045966515,1.0,,,,0.006281,,,0.0002142635075119,,,,,,,,,,,3.8237195850576207,,,,0.0020899999999999,,,,13.088476998328233,,1.25,,,,,,,,,,,,,,,,,,,
2017-02-15,1008.8813,12.934716009243267,1.0,,,,0.0061019999999999,,,0.000208548677683,,,,,,,,,,,3.86183855292,,,,0.002235,,,,13.67784295611468,,1.26,,,,,,,,,,,,,,,,,,,
2017-02-16,1034.9038000000005,12.835968798993129,1.0,,,,0.0060429999999999,,,0.0002177865783585,,,,,,,,,,,3.9072394104204906,,,,0.002131,,,,13.14482815714762,,1.23,,,,,,,,,,,,,,,,,,,
2017-02-17,1056.5580910529798,12.7034838481457,1.0,,,,0.005902,,,0.0002123818094591,,,,,,,,,,,3.887032057258167,,,,0.002125,,,,13.370369776159563,,1.23,,,,,,,,,,,,,,,,,,,
2017-02-18,1058.5809306486606,12.816285332013342,1.0,,,,0.005565,,,0.0002038333471945,,,,,,,,,,,3.8244350702030823,,,,0.0020189999999999,,,,13.415080301622368,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-19,1053.5024999999998,12.775445603327524,0.999906,,,,0.0058739999999999,,,0.0002069212855404,,,,,,,,,,,3.807478137991631,,,,0.002014,,,,13.055981901163562,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-20,1082.0168234958396,12.750223774537398,1.0,,,,0.005777,,,0.0002108672260885,,,,,,,,,,,3.835800844449097,,,,0.00204,,,,12.300152230072271,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-21,1125.4088148356532,12.73614094049859,1.0,,,,0.005777,,,0.0002161497615566,,,,,,,,,,,3.878016281885403,,,,0.00204,,,,12.429436482033609,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-22,1123.3049999999998,12.600296405431427,1.0,,,,0.005777,,,0.0002088329956436,,,,,,,,,,,3.905872837239136,,,,0.00204,,,,12.817654902648592,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-23,1185.654784688768,13.15516545737877,1.0,,,,0.005777,,,0.0002129821251817,,,,,,,,,,,3.94891563865888,,,,0.00204,,,,12.866310700860552,,1.22,,,,,,,,,,,,,,,,,,,
2017-02-24,1180.871,13.071871231178674,0.999998,,,,0.005701,,,0.0002124507328473,,,,,,,,,,,3.94498644987381,,,,0.001885,,,,11.94551120377906,,1.21,,,,,,,,,,,,,,,,,,,
2017-02-25,1149.4036781698385,13.546938608109643,1.0,,,,0.005664,,,0.0002098277909353,,,,,,,,,,,3.896115161135985,,,,0.001886,,,,11.95611066075226,,1.21,,,,,,,,,,,,,,,,,,,
2017-02-26,1180.6730000000002,14.547676188997867,1.0,,,,0.0056699999999999,,,0.0002135595529296,,,,,,,,,,,3.925581527130027,,,,0.001883,,,,12.103433120200991,,1.24,,,,,,,,,,,,,,,,,,,
2017-02-27,1193.129515036958,15.358690360839049,1.0,,,,0.0056129999999999,,,0.000210529289098,,,,,,,,,,,3.9058890245439457,,,,0.001782,,,,12.103736158357222,,1.23,,,,,,,,,,,,,,,,,,,
2017-02-28,1190.3309999999997,15.702781231900772,0.99997,,,,0.005541,,,0.0002142776800106,,,,,,,,,,,3.8808605295365775,,,,0.00185,,,,12.257812335811042,,1.24,,,,,,,,,,,,,,,,,,,
2017-03-01,1227.4771489660905,17.168029711638418,0.999998,,,,0.005376,,,0.0002106625690471,,,,,,,,,,,3.929510541193209,,,,0.0017309999999999,,,,12.416651165007323,,1.4,,,,,,,,,,,,,,,,,,,
2017-03-02,1262.081,18.993581792674195,1.0,,,,0.006027,,,0.0002135004633221,,,,,,,,,,,4.034811529756233,,,,0.001793,,,,13.129643255601543,,1.37,,,,,,,,,,,,,,,,,,,
2017-03-03,1289.5406116191473,19.58574948053123,1.0,,,,0.006311,,,0.0002206669690613,,,,,,,,,,,4.073324773008503,,,,0.001804,,,,13.9615057467122,,1.44,,,,,,,,,,,,,,,,,,,
2017-03-04,1268.8145320151446,18.63867345258356,1.0,,,,0.006326,,,0.0002165475539708,,,,,,,,,,,4.016235372465996,,,,0.001758,,,,13.818753891952316,,1.43,,,,,,,,,,,,,,,,,,,
2017-03-05,1276.2330000000002,19.247364659986754,1.0,,,,0.006254,,,0.00021726160877,,,,,,,,,,,4.000983255391397,,,,0.00174,,,,15.24192038042002,,1.39,,,,,,,,,,,,,,,,,,,
2017-03-06,1280.9859999999996,19.67070561400416,1.0,,,,0.006067,,,0.00021872988163,,,,,,,,,,,4.084740292910827,,,,0.001757,,,,15.522192427123835,,1.43,,,,,,,,,,,,,,,,,,,
2017-03-07,1233.0565084079958,18.82733332066123,1.0,,,,0.006577,,,0.0002213238027632,,,,,,,,,,,4.043466687977884,,,,0.0020049999999999,,,,13.799736131308888,,1.37,,,,,,,,,,,,,,,,,,,
2017-03-08,1149.6310000000003,16.7497435780077,1.0,,,,0.00649,,,0.00021248585823,,,,,,,,,,,3.8523463451968087,,,,0.001832,,,,12.522390811305074,,1.29,,,,,,,,,,,,,,,,,,,
2017-03-09,1191.2367224851023,17.632128818481693,0.999912,,,,0.0065339999999999,,,0.0002178365415621,,,,,,,,,,,3.9280856373628743,,,,0.001799,,,,13.10900807479662,,1.33,,,,,,,,,,,,,,,,,,,
2017-03-10,1100.0105899712148,19.26359042821057,0.999986,,,,0.0062269999999999,,,0.0002042810415336,,,,,,,,,,,3.7475075261972703,,,,0.001693,,,,13.041845958784137,,1.29,,,,,,,,,,,,,,,,,,,
2017-03-11,1181.2041227520244,21.396413225585537,1.0,,,,0.006244,,,0.0002189965829784,,,,,,,,,,,3.865894099337841,,,,0.001765,,,,14.631910233654516,,1.38,,,,,,,,,,,,,,,,,,,
2017-03-12,1230.56,23.09884795827443,1.0,,,,0.006243,,,0.000229256497366,,,,,,,,,,,3.9731215954519774,,,,0.0018489999999999,,,,16.808641571755423,,1.42,,,,,,,,,,,,,,,,,,,
2017-03-13,1243.2649223901926,28.4460651994335,1.0,,,,0.006391,,,0.0002557866955995,,,,,,,,,,,4.391176271740826,,,,0.001966,,,,18.40310581887672,,1.66,,,,,,,,,,,,,,,,,,,
2017-03-14,1246.5567394807624,28.53666459127697,1.0,,,,0.0063429999999999,,,0.0002483199355315,,,,,,,,,,,4.233613762570671,,,,0.001894,,,,17.965944267753844,,1.6499999999999997,,,,,,,,,,,,,,,,,,,
2017-03-15,1258.457,34.19736420741617,1.0,,,,0.0063119999999999,,,0.0002488210458511,,,,,,,,,,,4.31715547300854,,,,0.001936,,,,19.011179852545045,,1.77,,,,,,,,,,,,,,,,,,,
2017-03-16,1217.3145410078776,39.86185607085268,1.0,,,,0.006236,,,0.000242672368413,,,,,,,,,,,4.36858331754549,,,,0.001938,,,,22.01560570057608,,1.92,,,,,,,,,,,,,,,,,,,
2017-03-17,1074.0938695062457,44.06729598863206,1.0,,,,0.00613,,,0.0002205001232137,,,,,,,,,,,4.022531401064831,,,,0.001973,,,,21.196304999916915,,1.9,,,,,,,,,,,,,,,,,,,
2017-03-18,961.962,32.26798526618718,1.0,,,,0.0067869999999999,,,0.0002157729366663,,,,,,,,,,,3.987803857784967,,,,0.001879,,,,19.981642083798235,,1.69,,,,,,,,,,,,,,,,,,,
2017-03-19,1023.4901008756748,44.08879749579081,1.0,,,,0.006928,,,0.0002319413084135,,,,,,,,,,,3.91320445335365,,,,0.001926,,,,23.04494444924293,,1.95,,,,,,,,,,,,,,,,,,,
2017-03-20,1036.3320123738729,41.86369288259116,1.0,,,,0.0070179999999999,,,0.0002368046163194,,,,,,,,,,,4.001634221606436,,,,0.0019729999999999,,,,22.267150899743196,,1.95,,,,,,,,,,,,,,,,,,,
2017-03-21,1112.701532272989,42.47845801399063,1.0,,,,0.006914,,,0.0002492463027678,,,,,,,,,,,4.05087564888289,,,,0.0021749999999999,,,,21.29529273851149,,2.38,,,,,,,,,,,,,,,,,,,
2017-03-22,1039.8401726478428,41.26261253718295,1.0,,,,0.007324,,,0.0002430250171578,,,,,,,,,,,3.942225223157062,,,,0.001983,,,,21.10021068794371,,2.39,,,,,,,,,,,,,,,,,,,
2017-03-23,1029.1394137431018,43.274929979555615,1.0,,,,0.009612,,,0.0002417982517732,,,,,,,,,,,3.979628375374704,,,,0.0021559999999999,,,,21.687138680293454,,2.31,,,,,,,,,,,,,,,,,,,
2017-03-24,940.0206265591036,50.894791438930966,0.999898,,,,0.010743,,,0.0002668365332108,,,,,,,,,,,4.141264684628728,,,,0.002137,,,,21.175272326497243,,2.44,,,,,,,,,,,,,,,,,,,
2017-03-25,965.2650626610692,50.678966487888445,0.999924,,,,0.009137,,,0.0002946045661073,,,,,,,,,,,4.086412134863595,,,,0.002025,,,,20.54578823500266,,2.3,,,,,,,,,,,,,,,,,,,
2017-03-26,954.4766599717784,50.049454214237386,1.0,,,,0.009513,,,0.0002807513882509,,,,,,,,,,,4.024872732783443,,,,0.00204,,,,19.38578033553068,,2.31,,,,,,,,,,,,,,,,,,,
2017-03-27,1042.6050726198062,49.01711380303716,1.0,,,,0.009435,,,0.0002553407660537,,,,,,,,,,,4.101844672770806,,,,0.001871,,,,18.718175132239622,,2.13,,,,,,,,,,,,,,,,,,,
2017-03-28,1044.7219999999998,50.25954286433053,1.0,,,,0.009529,,,0.0002819387452868,,,,,,,,,,,4.197909890562189,,,,0.00204,,,,19.61003397379936,,2.27,,,,,,,,,,,,,,,,,,,
2017-03-29,1038.617197616254,52.84379426461343,0.999933,,,,0.009945,,,0.0002740719462413,,,,,,,,,,,4.255970670833746,,,,0.001939,,,,21.007158929475928,,2.3399999999999994,,,,,,,,,,,,,,,,,,,
2017-03-30,1031.4929056461594,52.3131752090198,0.999995,,,,0.014072,,,0.000314621295833,,,,,,,,,,,7.118546736245753,,,,0.00231,,,,21.076320585119152,,2.72,,,,,,,,,,,,,,,,,,,
2017-03-31,1078.274711090609,49.9646672803426,0.9999639999999996,,,,0.0203939999999999,,,0.0003442260040189,,,,,,,,,,,7.051257324156304,,,,0.00234,,,,20.588591568108477,,2.8,,,,,,,,,,,,,,,,,,,
2017-04-01,1085.2529999999997,50.42578760723248,0.999612,,,,0.022594,,,0.0003435458378383,,,,,,,,,,,7.105950578851127,,,,0.0026259999999999,,,,21.145255808335406,,2.76,,,,,,,,,,,,,,,,,,,
2017-04-02,1098.0679999999998,48.37846727683558,1.0,,,,0.054541,,,0.0004905825761029,,,,,,,,,,,8.011578520684013,,,,0.003832,,,,20.18990408355015,,2.65,,,,,,,,,,,,,,,,,,,
2017-04-03,1139.3082754455547,43.57923995912754,0.999721,,,,0.033204,,,0.0004340857402938,,,,,,,,,,,8.391964060890418,,,,0.002956,,,,20.08231710201683,,2.56,,,,,,,,,,,,,,,,,,,
2017-04-04,1140.4975903801685,41.79779504583054,1.0,,,,0.037085,,,0.0004742158312192,,,,,,,,,,,8.99961664763986,,,,0.0029469999999999,,,,20.273528063576787,,2.67,,,,,,,,,,,,,,,,,,,
2017-04-05,1132.339904992776,45.59029505235176,1.0,,,,0.035739,,,0.0004588212270549,,,,,,,,,,,11.618961701163526,,,,0.0031,,,,19.746646848811533,,2.7999999999999994,,,,,,,,,,,,,,,,,,,
2017-04-06,1194.2109999999996,42.978525212227865,0.999943,,,,0.032284,,,0.0004810107263639,,,,,,,,,,,10.7065821265416,,,,0.002809,,,,19.254837614742407,,2.64,,,,,,,,,,,,,,,,,,,
2017-04-07,1189.775123703212,42.40137665621101,0.999871,,,,0.036571,,,0.0004226706956047,,,,,,,,,,,9.90756631238369,,,,0.002766,,,,19.57118397177733,,2.6800000000000006,,,,,,,,,,,,,,,,,,,
2017-04-08,1182.271,44.50128438718912,0.999726,,,,0.035784,,,0.0004524959580619,,,,,,,,,,,10.531530048082931,,,,0.002981,,,,20.95265553415365,,2.7099999999999995,,,,,,,,,,,,,,,,,,,
2017-04-09,1187.6989999999998,44.1907610730727,0.999682,,,,0.034937,,,0.0004465291023408,,,,,,,,,,,10.438119822817317,,,,0.002923,,,,21.0060621098574,,2.6800000000000006,,,,,,,,,,,,,,,,,,,
2017-04-10,1210.515,43.90534128958704,0.999919,,,,0.033786,,,0.0004048556878445,,,,,,,,,,,9.609696115393447,,,,0.002793,,,,22.184168457101887,,2.6,,,,,,,,,,,,,,,,,,,
2017-04-11,1226.618,43.85889483882994,0.999843,,,,0.033199,,,0.0003986502221761,,,,,,,,,,,9.485081905452558,,,,0.002771,,,,21.663076125991505,,2.55,,,,,,,,,,,,,,,,,,,
2017-04-12,1218.299,46.19788348951696,0.999585,,,,0.034151,,,0.000428549719106,,,,,,,,,,,11.44483679443346,,,,0.003061,,,,22.0451286247638,,2.62,,,,,,,,,,,,,,,,,,,
2017-04-13,1174.209,49.7503375730287,0.999553,,,,0.034256,,,0.0004259592794174,,,,,,,,,,,10.771443845024187,,,,0.003057,,,,21.561183188318704,,2.63,,,,,,,,,,,,,,,,,,,
2017-04-14,1183.687,47.56205172159332,0.998817,,,,0.033867,,,0.0004215565684756,,,,,,,,,,,11.114478926392804,,,,0.003129,,,,20.81665634455224,,2.65,,,,,,,,,,,,,,,,,,,
2017-04-15,1180.323,49.122793411699824,0.999939,,,,0.034001,,,0.0004171039441006,,,,,,,,,,,11.27565260828916,,,,0.003376,,,,20.81205058563274,,2.68,,,,,,,,,,,,,,,,,,,
2017-04-16,1186.31,48.70871927867354,0.999545,,,,0.033424,,,0.0004564284017624,,,,,,,,,,,11.205238459578752,,,,0.003741,,,,20.44947154802813,,2.63,,,,,,,,,,,,,,,,,,,
2017-04-17,1205.143,48.34641781155764,0.999276,,,,0.033701,,,0.0004743712474442,,,,,,,,,,,11.176569184374532,,,,0.003547,,,,20.677826911095867,,2.62,,,,,,,,,,,,,,,,,,,
2017-04-18,1217.58,50.759170818800456,0.999622,,,,0.033259,,,0.0004558908578668,,,,,,,,,,,10.933778757744586,,,,0.00367,,,,21.070967931043555,,2.9,,,,,,,,,,,,,,,,,,,
2017-04-19,1225.721,48.1594963219902,0.999537,,,,0.029687,,,0.0004610487246791,,,,,,,,,,,10.292885359159405,,,,0.003577,,,,20.578064607745997,,3.16,,,,,,,,,,,,,,,,,,,
2017-04-20,1253.904,50.065253649182445,0.998208,,,,0.029851,,,0.0004563493204382,,,,,,,,,,,11.003670746384197,,,,0.003383,,,,20.83061139371272,,3.27,,,,,,,,,,,,,,,,,,,
2017-04-21,1254.9875,48.80173571247641,0.985009,,,,0.032739,,,0.0004699152882745,,,,,,,,,,,11.964910118368982,,,,0.003458,,,,20.722409102495025,,3.18,,,,,,,,,,,,,,,,,,,
2017-04-22,1249.67,49.0798706465032,0.941889,,,,0.031714,,,0.0004683300246328,,,,,,,,,,,13.867788988853796,,,,0.003471,,,,20.37891379280524,,3.21,,,,,,,,,,,,,,,,,,,
2017-04-23,1247.8388,50.60871348408776,0.921411,,,,0.031088,,,0.0005238703100402,,,,,,,,,,,15.06336550456434,,,,0.003514,,,,20.30505480307094,,3.51,,,,,,,,,,,,,,,,,,,
2017-04-24,1249.9563,51.09741863901202,0.917946,,,,0.03139,,,0.0005141584910973,,,,,,,,,,,14.897246900845795,,,,0.003833,,,,19.6942517530498,,4.05,,,,,,,,,,,,,,,,,,,
2017-04-25,1263.045,50.97375547481341,0.913823,,,,0.032263,,,0.0005408470528246,,,,,,,,,,,15.184378699565316,,,,0.00381,,,,19.672488284602007,,3.95,,,,,,,,,,,,,,,,,,,
2017-04-26,1287.32,54.87817856677162,0.92092,,,,0.032754,,,0.0005674131134325,,,,,,,,,,,15.102876636552915,,,,0.003868,,,,19.54708001939197,,4.54,,,,,,,,,,,,,,,,,,,
2017-04-27,1331.3125,63.95735376256868,0.924363,,,,0.034555,,,0.0006329196276486,,,,,,,,,,,14.876908710566305,,,,0.003965,,,,21.64718014365372,,4.92,,,,,,,,,,,,,,,,,,,
2017-04-28,1321.205,73.0109629151518,0.934481,,,,0.044695,,,0.0007052542752253,,,,,,,,,,,14.549759064717326,,,,0.004559,,,,22.603891921960894,,4.84,,,,,,,,,,,,,,,,,,,
2017-04-29,1327.6863,70.45153824766224,0.937209,,,,0.055114,,,0.000738675510637,,,,,,,,,,,16.423339886864934,,,,0.004978,,,,22.9625147559552,,5.43,,,,,,,,,,,,,,,,,,,
2017-04-30,1349.8863,79.8025539393512,0.936805,,,,0.051487,,,0.0007535442030099,,,,,,,,,,,16.28221929093292,,,,0.004856,,,,23.83172529281425,,6.57,,,,,,,,,,,,,,,,,,,
2017-05-01,1408.445,76.84617780144701,0.935988,,,,0.053275,,,0.0006835309001224,,,,,,,,,,,15.89543085377692,,,,0.004999,,,,22.26076214305935,,6.63,,,,,,,,,,,,,,,,,,,
2017-05-02,1442.245,77.34604386935915,0.932639,,,,0.054064,,,0.0006122204517834,,,,,,,,,,,16.02352678967644,,,,0.004867,,,,23.009420156335946,,6.61,,,,,,,,,,,,,,,,,,,
2017-05-03,1485.8175,80.9294915785314,0.93336,,,,0.060929,,,0.0006799607883005,,,,,,,,,,,21.17268762160478,,,,0.005161,,,,25.312554196193528,,6.65,,,,,,,,,,,,,,,,,,,
2017-05-04,1499.36,94.11226519917764,0.945751,,,,0.080567,,,0.0007423952323626,,,,,,,,,,,23.365206967208916,,,,0.00659,,,,25.45821165229797,,7.36,,,,,,,,,,,,,,,,,,,
2017-05-05,1506.0438,91.16038713753753,0.955403,,,,0.092864,,,0.0008222492827446,,,,,,,,,,,26.199396245481584,,,,0.010735,,,,27.77958136569222,,7.58,,,,,,,,,,,,,,,,,,,
2017-05-06,1547.815,96.42767965195394,0.968581,,,,0.102521,,,0.0011862879532518,,,,,,,,,,,28.17579895999004,,,,0.021562,,,,28.590766510601547,,7.2,,,,,,,,,,,,,,,,,,,
2017-05-07,1557.8838,89.73967947914684,0.969046,,,,0.137873,,,0.001336004656784,,,,,,,,,,,30.19987800750247,,,,0.043947,,,,31.996575365260007,,7.07,,,,,,,,,,,,,,,,,,,
2017-05-08,1633.38,87.94812005196805,0.967223,,,,0.201431,,,0.0015212874809081,,,,,,,,,,,28.65602988296619,,,,0.041079,,,,29.227605861226657,,6.75,,,,,,,,,,,,,,,,,,,
